sample,sample_group,subvolume_name,mean_gvs,std_gvs,calculated_rho,uncertainty_rho,calculation_method_rho,sample_alias
21,MGA,voi_2,1.7957510948181152,0.3241446912288666,1.7957510948181152,0.0210889255523681,DE,MGA_3
21,MGA,voi_3,1.803287386894226,0.3522630631923675,1.803287386894226,0.0205764576911925,DE,MGA_3
21,MGA,voi_4,1.7388174533843994,0.3521060943603515,1.7388174533843994,0.0249604131698607,DE,MGA_3
21,MGA,voi_5,1.885723352432251,0.2935358881950378,1.885723352432251,0.0149708120346069,DE,MGA_3
21,MGA,voi_6,1.8483506441116333,0.3187417387962341,1.8483506441116333,0.0175121562004089,DE,MGA_3
23,FRESH,voi_1,1.8927673,0.23624088,1.8927673,0.0202025156,DE,FRESH_0
23,FRESH,voi_2,1.9889142513275144,0.2360555380582809,1.9889142513275144,0.0175104009628296,DE,FRESH_0
23,FRESH,voi_3,1.9617329835891724,0.2091701775789261,1.9617329835891724,0.0182714764595032,DE,FRESH_0
23,FRESH,voi_4,1.9696834087371824,0.2259530276060104,1.9696834087371824,0.0180488645553589,DE,FRESH_0
23,FRESH,voi_5,1.9928678274154663,0.1878293603658676,1.9928678274154663,0.017399700832367,DE,FRESH_0
23,FRESH,voi_6,1.9543927907943728,0.1955105513334274,1.9543927907943728,0.0184770018577576,DE,FRESH_0
24,FRESH,voi_1,1.9822627,0.18128173,1.9822627,0.0057351871999998,DE,FRESH_2
24,FRESH,voi_2,2.034857988357544,0.2096627950668335,2.034857988357544,0.002369088745117,DE,FRESH_2
24,FRESH,voi_3,2.0199482440948486,0.1752073317766189,2.0199482440948486,0.0033233123779295,DE,FRESH_2
24,FRESH,voi_4,2.022334337234497,0.2336605489253997,2.022334337234497,0.003170602416992,DE,FRESH_2
24,FRESH,voi_5,2.046103000640869,0.1768379509449005,2.046103000640869,0.0016494079589842,DE,FRESH_2
24,FRESH,voi_6,1.991039514541626,0.1921384483575821,1.991039514541626,0.0051734710693358,DE,FRESH_2
25,FRESH,voi_1,1.9534097,0.19320409,1.9534097,0.0196499732,DE,FRESH_3
25,FRESH,voi_2,1.9101566076278689,0.2913917005062103,1.9101566076278689,0.0215531092643737,DE,FRESH_3
25,FRESH,voi_3,1.94305419921875,0.2589663863182068,1.94305419921875,0.020105615234375,DE,FRESH_3
25,FRESH,voi_4,1.95305609703064,0.2592056691646576,1.95305609703064,0.0196655317306518,DE,FRESH_3
25,FRESH,voi_5,1.9558048248291016,0.183715209364891,1.9558048248291016,0.0195445877075195,DE,FRESH_3
25,FRESH,voi_6,1.9493787288665767,0.2089807689189911,1.9493787288665767,0.0198273359298706,DE,FRESH_3
26,FRESH,voi_1,2.0052173,0.22406359,2.0052173,0.00752173,DE,FRESH_1
26,FRESH,voi_2,2.00752592086792,0.2959150671958923,2.00752592086792,0.007752592086792,DE,FRESH_1
26,FRESH,voi_3,2.13913631439209,0.1869200468063354,2.13913631439209,0.020913631439209,DE,FRESH_1
26,FRESH,voi_4,2.081764936447144,0.2584069073200226,2.081764936447144,0.0151764936447144,DE,FRESH_1
26,FRESH,voi_5,2.019708633422852,0.2575308084487915,2.019708633422852,0.0089708633422852,DE,FRESH_1
26,FRESH,voi_6,2.047220230102539,0.2533934116363525,2.047220230102539,0.0117220230102539,DE,FRESH_1
37,MGB,voi_1,1.999013,0.1765001,1.999013,0.0078315839999998,DE,MGB_2
37,MGB,voi_2,2.0333502292633057,0.1772152334451675,2.0333502292633057,0.0067327926635741,DE,MGB_2
37,MGB,voi_3,2.058176755905152,0.1801333427429199,2.058176755905152,0.005938343811035,DE,MGB_2
37,MGB,voi_4,2.056033134460449,0.202938437461853,2.056033134460449,0.0060069396972655,DE,MGB_2
37,MGB,voi_5,2.003261089324951,0.2169517576694488,2.003261089324951,0.0076956451416014,DE,MGB_2
37,MGB,voi_6,1.992866277694702,0.1784624904394149,1.992866277694702,0.0080282791137694,DE,MGB_2
38,MGB,voi_1,1.9978081,0.17286843,1.9978081,0.0064334156000001,DE,MGB_0
38,MGB,voi_2,2.036489963531494,0.1701811850070953,2.036489963531494,0.0093732372283937,DE,MGB_0
38,MGB,voi_3,2.0341498851776123,0.1842677891254425,2.0341498851776123,0.0091953912734987,DE,MGB_0
38,MGB,voi_4,2.031024217605591,0.1773448288440704,2.031024217605591,0.008957840538025,DE,MGB_0
38,MGB,voi_5,2.033597707748413,0.1808268129825592,2.033597707748413,0.0091534257888795,DE,MGB_0
38,MGB,voi_6,2.033184289932251,0.1793452054262161,2.033184289932251,0.0091220060348512,DE,MGB_0
40,MGB,voi_1,1.9931048,0.17433345,1.9931048,0.0043930655999998,DE,MGB_3
40,MGB,voi_2,2.021204233169556,0.1723096370697021,2.021204233169556,0.0036062814712522,DE,MGB_3
40,MGB,voi_3,2.0482895374298096,0.1806007027626037,2.0482895374298096,0.0028478929519651,DE,MGB_3
40,MGB,voi_4,2.0571489334106445,0.1831076294183731,2.0571489334106445,0.0025998298645017,DE,MGB_3
40,MGB,voi_5,2.056450128555298,0.1794858425855636,2.056450128555298,0.0026193964004514,DE,MGB_3
40,MGB,voi_6,2.029459476470948,0.1737469583749771,2.029459476470948,0.0033751346588132,DE,MGB_3
42,MGB,voi_1,2.028176,0.18102631,2.028176,0.0007967359999998,DE,MGB_1
42,MGB,voi_2,1.9701039791107176,0.2677318453788757,1.9701039791107176,0.0045133453369139,DE,MGB_1
42,MGB,voi_3,2.0376791954040527,0.196193054318428,2.0376791954040527,0.0001885314941405,DE,MGB_1
42,MGB,voi_4,1.997639775276184,0.2034948468208313,1.997639775276184,0.0027510543823241,DE,MGB_1
42,MGB,voi_5,1.999028563499451,0.2518956959247589,1.999028563499451,0.002662171936035,DE,MGB_1
42,MGB,voi_6,1.96864116191864,0.1850871592760086,1.96864116191864,0.0046069656372069,DE,MGB_1
45,MBC,voi_1,2.0656543,0.19303396,2.0656543,0.0050121484000001,DE,MBC_5
45,MBC,voi_2,2.1335794925689697,0.1989240497350692,2.1335794925689697,0.0041970460891725,DE,MBC_5
45,MBC,voi_3,2.151515007019043,0.1968484818935394,2.151515007019043,0.0039818199157717,DE,MBC_5
45,MBC,voi_4,2.079578399658203,0.2537515461444855,2.079578399658203,0.0048450592041017,DE,MBC_5
45,MBC,voi_5,2.1081316471099854,0.2452924102544784,2.1081316471099854,0.0045024202346803,DE,MBC_5
45,MBC,voi_6,2.036329746246338,0.2595739066600799,2.036329746246338,0.0053640430450441,DE,MBC_5
46,MBC,voi_1,2.0104737,0.21644159,2.0104737,7.031680000011212e-05,DE,MBC_2
46,MBC,voi_2,2.0016119480133057,0.2313708513975143,2.0016119480133057,0.0004968353271483,DE,MBC_2
46,MBC,voi_3,2.0419459342956543,0.204451099038124,2.0419459342956543,0.0020845397949219,DE,MBC_2
46,MBC,voi_4,2.087974071502685,0.1985739916563034,2.087974071502685,0.0050303405761719,DE,MBC_2
46,MBC,voi_5,2.062748908996582,0.1937257349491119,2.062748908996582,0.0034159301757813,DE,MBC_2
46,MBC,voi_6,2.0028443336486816,0.2129223495721817,2.0028443336486816,0.0004179626464842,DE,MBC_2
